S.No.,Affiliation No.,State,Name,Head,Status,Affiliated upto,Address,Phone No.,Email
120,130340,ANDHRA PRADESH,A K R G TECHNO SCHOOL,GUTTA PADMAJA,Secondary School,31/03/2022,"NALLAJERLA ,534112","818 ,277993",akrgschool@gmail.com
121,130301,ANDHRA PRADESH,ABHYAS THE GLOBAL SCHOOL,S Y JAGAPPA DORA,Secondary School,31/03/2021,"4-155,JP Road PEDAMIRAM VILLAGE, KALLA MANDAL WEST GODAVARI ANDHRA PRADESH ,534204","8816 ,223445",syjdora@gmail.com
122,130371,ANDHRA PRADESH,Accord School,M Liaqet Ali Khan,Senior Secondary,31/03/2020,"RC Road, Chiguruwada North, Tirupati chittoor, Andhra Pradesh ,517507","0877 ,6457775",info@theaccordschool.com
123,130147,ANDHRA PRADESH,ADARSH PUBLIC SCHOOL,K S S Ch V Mahalakshmi,Secondary School,31/03/2018,"VINAYAK NAGAR PEDAGANTYUDA ANDHRA PRADESH ,530044","0891 ,2511251",mahamadhav69@gmail.com
124,130310,ANDHRA PRADESH,akshara International School,SAILAJA,Secondary School,31/03/2021,"1/45, Thimmampeta(vill) Garladinne(man), Anantapur(Dist) ,515731","8551 ,286923",sree.aksharaschool@gmail.com
125,130123,ANDHRA PRADESH,AKSHARA SCHOOL,D SUSEELA,Secondary School,31/03/2018,"N F C L TOWNSHIP KAKINADA ANDHRA PRADESH ,533003","0884 ,2365053",dsuseela57@gmail.com
126,130358,ANDHRA PRADESH,Akshara The School,MONINGI RAVI KUMAR,Secondary School,31/03/2022,"AKSHERA ROAD, PATHAPATANAM ,532213","8946 ,255622",moningiravikumar@gmail.com
127,3630187,ANDHRA PRADESH,AKSHARA THE SCHOOL,Mrs.SHAILAJA REDDY,Secondary School,31/03/2019,"Plot No.33 & 35, H.No.7-3-221, Sri Sai Ram Nagar, Bairamalguda, Sagar Ring Road, L.B.Nagar, Hyderabad. ,500079",",040 24095555",akshara.lbnagar@gmail.com
128,130323,ANDHRA PRADESH,AKSHARA VAAGDEVI INTERNATIONAL SCHOOL,PADMA JULURI,Secondary School,31/03/2018,sy.no,"040 ,65120033",jpadma21@gmail.com
129,130278,ANDHRA PRADESH,Akshara Vidyalaya,M V KUMUDA,Senior Secondary,31/03/2022,"Saraswathi Nagar, Yerra Gunta, NH - 05 ,524320","0861 ,2351000",kumuda.muppala@gmail.com
130,130070,ANDHRA PRADESH,ALLURI SITARAMARAJU PUB.SCHOOL,P V S N R VARMA,Senior Secondary,31/03/2022,"ARAKKUVALLEY VISAKHAPATNAM ANDHRA PRADESH ,531149","8936 ,249648",pvsnr.varma03@gmail.com
131,130459,ANDHRA PRADESH,AMARARAJA VIDYALAYAM,K JAYANTHI,Secondary School,31/03/2020,"KARAKAMBADI VILLAGE, KARAKAMBADI POST, RENIGUNTA MANDAL, CHITTOOR DISTRICT, ANDHRA PRADESH-517520 ,517520","0877 ,2265000",prinicipalarv@amararaja.co.in
132,3630206,ANDHRA PRADESH,Ambitus World School,Mrs.Babitha Srikumar,Secondary School,31/03/2019,Survey No,",040 65451111",info@ambitusworldschool.com
133,130259,ANDHRA PRADESH,Ameya World School,V MAHALAXMI,Senior Secondary,31/03/2020,"Sangivalasa ,531162","8933 ,7093323502",principal@ameyaworldschool.in
134,130190,ANDHRA PRADESH,amrita vidyalayam,SREEKUMARI,Secondary School,31/03/2019,"844/1 mahindra hills marredpally secunderabad Andhra Pradesh ,500026","040 ,27739898",ammassku@yahoo.co.in
135,130129,ANDHRA PRADESH,ANSARI OXFORD CENTRAL SCHOOL,P VENKATA RAMI REDDY,Senior Secondary,31/03/2000,"ANSARI NAGAR RAYACHOTY ROAD CUDDAPAH ANDHRA PRADESH ,516003","08562 ,24148",
136,130431,ANDHRA PRADESH,APPLE I ENGLISH MEDIUM SCHOOL,PAMELA MUKHERJEE,Secondary School,31/03/2019,"DOOR NO 27-1-203/2, SRINAGAR, 61ST WARD OF GVMC, GAJUWAKA (PO) ,530026","0891 ,6581111",principal.appleiemschool@gmail.com
137,3630185,ANDHRA PRADESH,ARBOR INTERNATIONAL SCHOOL,MissMEERA RAMANAN,Secondary School,31/03/2019,"SURVEY NO-92,MASEEDBANDA, KONDAPUR ,500084",",040-68888870",arborinternational@gmail.com
138,180017,ANDHRA PRADESH,ARMY PUBLIC SCHOOL,MRS SUJATA TIKKU,Senior Secondary,31/03/2020,"NEAR EAGLE CHOWK, OLD CDM COMPLEX, BOLARUM, RANGAREDDY, SECUNDERABAD, ANDHRA PRADESH-500010 ,500010","040 ,7940368",
139,180006,ANDHRA PRADESH,army public school.,k a rao,Senior Secondary,31/03/2020,"ramakrishnapuram secunderabad andhra pradesh ,500056","040 ,7794729",armysch@rediffmail.com
140,130084,ANDHRA PRADESH,ashram public school,T AUGUSTINE,Senior Secondary,31/03/2020,"pithapuram road opp. boat club kakinada andhra pradesh ,533003","0884 ,2378798",principal@ashrampublicschool.com
141,130268,ANDHRA PRADESH,ATKINSON HIGH SCHOOL,M BALAPUSHPAM,Senior Secondary,31/03/2021,"CONVENT STREET, VIJAYAWADA- 520001 ,520001","0866 ,2565790",pushpaa05@yahoo.com
142,130170,ANDHRA PRADESH,ATKINSON HIGH SCHOOL,Sr Anthu Mary K,Secondary School,31/03/2021,"IRON MARKET GOLLAPUDI VIJAYAVADA ANDHRA PRADESH ,521225","0866 ,2413175",anthukonda@yahoo.in
143,130100,ANDHRA PRADESH,B V BHAVAN'S RES PUBLIC SCHOOL,RAJIV KUMAR SHARMA,Senior Secondary,31/03/2021,"PEDATADEPALLI P.O TADEPALLIGUDEM W.G.DISTT ANDHRA PRADESH ,534101","8818 ,284234",vr.bvbrp@gmail.com
144,130038,ANDHRA PRADESH,B V BHAVANS INTERNATIONAL RES PUB SC,L V Rama Devi,Senior Secondary,31/03/2018,"RES. PUBLIC SCHOOL BHIMAVARAM BHIMAVARAM WEST GODAVARY DISTT. ANDHRA PRADESH ,534203","8816 ,232135",principalramadevi@gmail.com
145,130107,ANDHRA PRADESH,B V REDDY SR SEC SCHOOL,BRUNDA P,Secondary School,31/03/2018,"SATYANARAYANAPURAM C G PALLE POST CHITTOOR ANDHRA PRADESH ,517002","8572 ,651954",bvrs25@gmail.com
146,130166,ANDHRA PRADESH,BAL BHARATI PUBLIC SCHOOL,M Padmaja,Secondary School,31/03/2019,"DEEPANJALI NAGAR SIM HADRI NTPC TOWNSHIP VISAKHAPATNAM ANDHRA PRADESH ,531020","8924 ,243002",mpadmajamurthy@yahoo.in
147,130420,ANDHRA PRADESH,BES Model High School,KUTAGOLLA MAHAMMAD RAFI,Secondary School,31/03/2018,"NH-205, Kadiri Road, Near Angallu , kurabalakota,mandal,chitoor, Andhra Pradesh-517350 ,517350","8571 ,280216",KRAFI.BES@GMAIL.COM
148,130312,ANDHRA PRADESH,Bharatiya Vidya Bhavans Residentional Public School,I SATYENDRA PRASAD BABU,Senior Secondary,31/03/2018,"Namavaram, Rajanagaram mandalam ,533101","0883 ,2556142",satyendraprasadi@gmail.com
149,130315,ANDHRA PRADESH,BHARATIYA VIDYA BHAVANS VIDYASHRAM,G SWARNA KUMARI,Secondary School,31/03/2021,"COLLECTORS BUNGALOW ROAD, GUNTUR, ANDHRA PRADESH. ,522004","0863 ,2234802",bhavansguntur@gmail.com
150,130134,ANDHRA PRADESH,BHARTIYA VIDYA BHAVANS SRI VENKATESWARA VIDYALAYA,S INDIRA,Senior Secondary,31/03/2020,"PB NO 12 BVB CAMPUS SAPTHAGIRI NAGAR ALIPIRI TIRUPATI ANDHRA PRADESH ,517507","0877 ,2288657",principal@bavantirupti.org
151,130226,ANDHRA PRADESH,BHASHYAM BLOOMS,M ASHALATHA,Secondary School,31/03/2017,"BHASHYAM BLOOMS,Ring road,Guntur, ANDHRA PRADESH-522007 ,522007","0863 ,2246015",bhashyamblooms_gnt@yahoo.com
152,130448,ANDHRA PRADESH,BHASHYAM BLOOMS THE GLOBAL SCHOOL,Mrs.R KOMALI,Secondary School,31/03/2019,"Imbrahimbagh, Golconda Mandal, Hhyderabad ,500031",",04065241298",Nivedita.Jairam@bhashyam.in
153,130343,ANDHRA PRADESH,BHAVYA CEMENTS D A V SCHOOL,M VARALAKSHMI,Secondary School,31/03/2022,"TANGEDA VILLAGE, DACHEPALLY MANDAL, GUNTUR DIST,ANDHRA PRADESH.PIN","8649 ,273818",bcdavpublicschool@gmail.com
154,180005,ANDHRA PRADESH,BHPV SR SEC SCHOOL,P V SUBRAHMANYAM,Senior Secondary,31/03/2017,"BHPV TOWNSHIP BHPV LIMITED VISAKHAPATNAM ANDHRA PRADESH ,530012","0891 ,517381",ed.bhpv@rmj.sprintrpg.ems.vsnl.net.in
155,130249,ANDHRA PRADESH,Bolton School,SRILATHA CHANNAPRAGADA,Secondary School,31/03/2018,"BOLTON ROAD, OPP.-TIVOLI GARDEN EXCLUSIVE, SECUNDRABAD ,500003","040 ,65244844",srilu76@gmail.com
156,130126,ANDHRA PRADESH,boon school,P LAKSHMI,Senior Secondary,31/03/2019,"ramanayyapeta kakinada East Godavari district andhra pradesh ,533005","0884 ,2357693",boonschoolkkd@gmail.com
157,130142,ANDHRA PRADESH,BVB KAMALA RANI SANGHI PUB SCHOOL,ANURADHA,Secondary School,31/03/2018,"HAYATNAGAR MANDAL MANDAL RANGAREDDY DISTT. ANDHRA PRADESH ,501511","040 ,243959",anuradha44@gmail.com
158,130344,ANDHRA PRADESH,CARMEL ENGLISH SCHOOL,RANJIT KUMAR PAIK,Senior Secondary,31/03/2020,"At/Po-Kallata, Mandal. Hiramandalam, Dist-Srikakulam, State-Andhra Pradesh, Pin-532214 ,532214","8946 ,253445",ranjit.paik@gmail.com
159,3630193,ANDHRA PRADESH,CGR International School,Mrs.D. Jyotsna,Secondary School,31/03/2019,"99/100, Ayyappa Society, Madhapur,Hyderabad 500081. ,500081",",040 64633141",principal@cgrinternationalschool.edu.in
160,130112,ANDHRA PRADESH,CHAITANYA BHARATHI PUBLIC SCHOOL,D DIVAKARA RAO,Secondary School,31/03/2007,"GANDIPET HYDERABAD ANDHRA PRADESH ,500075","08413 ,33078",mediciti@hd1.vsnl.net.in
161,130059,ANDHRA PRADESH,CHAITANYA CENTRAL SCHOOL,G H BERNARD,Secondary School,31/03/2020,"YENUGONDA MAHABUB NAGAR ANDHRA PRADESH ,509002","8542 ,222864",principalatccs@gmail.com
162,130283,ANDHRA PRADESH,"chavara academy mavala,",SEBASTIAN ABRAHAM,Secondary School,31/03/2020,"mavala po adilabad, andhra pradesh ,504001","0 ,9010144380",sebaputhen@gmail.com
163,130450,ANDHRA PRADESH,CHIGURUPATI SRI KRISHNAVENI SCHOOL,Mrs.K. MADHAVI,Secondary School,31/03/2019,"KRISHNAVENI NAGAR, PORANKI ,521137",",08662581490",KIRAN.KAMBHAMPATI@GMAIL.COM
164,130096,ANDHRA PRADESH,CHINMAYA VIDYALAYA,C VANI BAI,Secondary School,31/03/2018,"DOOR NO.70C/XX NEAR STATE BANK OF INDIA ADONI KURNOOL DIST. ANDHRA PRADESH ,518301","8512 ,251516",cv.adoni999@gmail.com
165,130148,ANDHRA PRADESH,CHIREC PUBLIC SCHOOL,IFFAT IBRAHIM,Senior Secondary,31/03/2022,"MUNICIPAL N.3010414 KONDAPUR VILLAGE SHERILINGAMPALLY MANDAL R R DISTT. ANDHRA PRADESH ,500016","040 ,44760999",principal@chirecps.ac.in
166,3630189,ANDHRA PRADESH,Cornerstone School,Mrs.Sharmila Solomon,Secondary School,31/03/2019,"Survey No. 49,Annapurna Enclave,Behind Swagath Hotel,Chandanagar ,500050",",04023038644",cstians2014@gmail.com
167,130435,ANDHRA PRADESH,"CRR Secondary School (Pri to X Class) CBSE, Dinnedevarapadu, Kurnool-2",K KAVSER JAHAN,Secondary School,31/03/2019,"CRR Residential School , NH&, Dinnedevarapadu, Kurnool-2 ,518002","8518 ,237707",principal@crrschool.org
168,130048,ANDHRA PRADESH,D A V CENTENARY PUBLIC SCHOOL,K V R K PRASAD,Senior Secondary,31/03/2019,"SECTOR-III UKKUNAGARAM VISAKHAPATNAM ANDHRA PRADESH ,530032","0891 ,2518407",davukku@gmail.com
169,130276,ANDHRA PRADESH,D.A.V. PUBLIC SCHOOL,CH.V. NARAYANA,Middle Class,31/03/2015,"4-130, SUJATHANAGAR, VISAKHAPATNAM ,530051",",0891 2513496",davsnvsp@yahoo.com
170,130202,ANDHRA PRADESH,DELHI PUBLIC SCHOOL,SHAILAJA GOPINATH,Secondary School,31/03/2020,"SAINIK PURI, SECUNDERABAD ,500003","040 ,27895900",principal@dps-secunderabad.in
171,130376,ANDHRA PRADESH,delhi public school,SUBODH THAPLIYAL,Senior Secondary,31/03/2020,"sy no 357, 361 362 pedda pendyal (v) dharmasagar (m) warangal, ap ,506151","0870 ,9676300411",SUBODH.T@DPSWARANGAL.IN
172,130110,ANDHRA PRADESH,DELHI PUBLIC SCHOOL,SAMIR KUMAR PANDEY,Senior Secondary,31/03/2018,"VSP SECTOR VIII UKKUNAGARAM SECTOR-VIII UKKUNAGARAM ANDHRA PRADESH ,530032","0819 ,2510686",dpsvisakhapatnam@gmail.com
173,3630237,ANDHRA PRADESH,Delhi Public School,MissPallavi Krishnachandra Mishra,Secondary School,31/03/2020,"Petbasheerabad,Quthbullapur(M),RR District ,500067",",8099204242",dpshyd67@gmail.com
174,130233,ANDHRA PRADESH,Delhi Public School,G Mala,Senior Secondary,31/03/2019,"NH-5, Nidamanuru ,521104","0866 ,2844844",dpsvijayawada@gmail.com
175,130461,ANDHRA PRADESH,Delhi Public School Visakhapatnam,P S V Eswar Lakshmi,Secondary School,31/03/2020,"4-70-7, Lawsons bay colony ,530017","0891 ,2539006",principal@dpsvizag.org
176,130461,ANDHRA PRADESH,Delhi Public School Visakhapatnam,PSV Eswar Laxmi,Secondary School,31/03/2020,"4-70-7, Lawsons bay colony ,530017","0891 ,2539006",principal@dpsvizag.org
177,130363,ANDHRA PRADESH,Don Bosco School,Fr BANDHA SURESH,Senior Secondary,31/03/2019,"Don Bosco Nagar Post, Bandlaguda Jagir, Rajendranagar Mandal, Ranga Reddy District, Andhra Pradesh ,500086","040 ,9440054076",sureshsdb@gmail.com
178,130061,ANDHRA PRADESH,DR K L PRASAD PUBLIC SCHOOL,Y RADHINI CHOWDARY,Senior Secondary,31/03/2021,"J K C COLLEGE CAMPUS RING ROAD GUNTUR ANDHRA PRADESH ,522006","0863 ,2350391",y.radhini@gmail.com
179,130386,ANDHRA PRADESH,Dr.K.K.R Gowtham English Medium School,V SWAMY NAIDU,Secondary School,31/03/2023,"CHINAMUSHIDIWADA, PENDURTHI MANDAL VISAKHAPATNAM DISTT AP ,530051","0891 ,2703199",kkrgowthamcbse@gmail.com
180,130235,ANDHRA PRADESH,"DR.K.K.R's GOWTHAM INTERNATIONAL SCHOOL,IIT FOUNDATION SCHOOL",G PADMAKALA,Secondary School,31/03/2022,"OPP.INCAP CAPACITORS,NH-5,GUDAVALLI,VIJAYAWADA(RURAL),PIN-521104, ,521104","0866 ,2841742",principal.kkrgowtham@gmail.com
181,130436,ANDHRA PRADESH,Dr.KKRs GOWTHAM SCHOOL,M MADHUKAR,Secondary School,31/03/2019,"GAMBEERAM VILLAGE, ANANDAPURAM MANDAL, VISAKAPATNAM ,531173","0891 ,2716199",mmprinci72@gmail.com
182,130041,ANDHRA PRADESH,DURGA PUBLIC SCHOOL,O S VIJAYANANDA KUMAR,Secondary School,31/03/2019,"NEAR NADIKUDE RAILWAY STATION, DACHEPALLI GUNTUR DIST ANDHRA PRADESH ,522414","8649 ,257609",vijayanandakumar.owk@gmail.com
183,130361,ANDHRA PRADESH,edify school,Lakshmi S Nair,Secondary School,31/03/2022,"vaishnavi Nagar, Mohan gardens, Tiruchanoor, Tirupati. ,517503","91 ,9505908888",principaledifytpt@gmail.com
184,130394,ANDHRA PRADESH,FORT CITY SCHOOL,G VIJAYA LAKSHMI,Secondary School,31/03/2023,"100 FT RING ROAD,NEAR VARUN MOTORS,OPP","8922 ,208383",fortcityschool@gmail.com
185,130253,ANDHRA PRADESH,Genesis E M School,M Mojes,Secondary School,31/03/2019,"Alamuru, Penumantra Mandal ,534126","8819 ,271347",moses_unice@yahoo.com
186,3630205,ANDHRA PRADESH,GITANJALI DEVAKUL,Vijaya Tipparaju,Secondary School,31/03/2019,"5-3-416/A, Srikrishna Nagar, VV Nagar Ext., Kukatpally ,500072","040 ,23160096",vijayaprasadt@hotmail.com
187,130206,ANDHRA PRADESH,GITANJALI DEVASHRAY,KASTURI CHATTERJEE,Secondary School,31/03/2021,"42, SAROJINI DEVI ROAD SECUNDERABAD ,500003","040 ,27704291",chatterjee.kasturi69@gmail.com
188,130195,ANDHRA PRADESH,GLENDALE ACADEMY,SHOMA GOSWAMI,Senior Secondary,31/03/2023,"Survey No. 96/6 BANDLAGUDA JAGIR RAJENDRA NAGAR MANDAL R R DISTT. HYDERABAD, ANDHRA PRADESH-500086 ,524412","040 ,64611937",shoma@glendaleacademy.net
189,130173,ANDHRA PRADESH,GMR VARALAKSHMI DAV PUBLIC SCHOOL,M UMA MAHESWARA RAO,Secondary School,31/03/2022,"VIDYASHRAM GMR NAGAR RAJAM, SRIKAKULAM DISTT., ANDHRA PRADESH ,532127","8941 ,252676",davroseemandhrazone2@gmail.com
190,130144,ANDHRA PRADESH,GNANABHARATI ENGLISH MEDIUM SCHOOL,INDU BHUSAN PANDA,Secondary School,31/03/2018,"DABHURI STREET ICHAPURAM SRIKAKULAM ICHAPURAM ANDHRA PRADESH ,532312","8947 ,232130",principal@gnanabharatiswatch.edu.in
191,130174,ANDHRA PRADESH,GOMATHY ENGLISH MEDIUM SCHOOL,B Vijaya Kumari,Senior Secondary,31/03/2022,"GOMATHY NAGAR, NELLORE, ANDHRA PRADESH ,524003","0861 ,2319748",ggsnlr@gmail.com
192,130168,ANDHRA PRADESH,GORKEY PUBLIC SCHOOL,M P RAJAN,Secondary School,31/03/2020,"MALLEMADUGU VILLAGE KAIKONDAI GUDEM GRAM PANCHYAT VIA COLLECTRATE KHAMMAM ANDHRA PRADESH ,507002","0 ,9912897456",rajanpandia2@gmail.com
193,2220191,ANDHRA PRADESH,govt. secondary school,.,Secondary School,31/03/2019,"dego, west siang, distt. aalo, arunachal pradesh ,",",",
194,130184,ANDHRA PRADESH,GOWTHAM CONCEPT SCHOOL,CHEEKURTHI PRADEEP,Secondary School,31/03/2018,"BYE PASS ROAD SANTHI NAGAR GUDIWADA KRISHNA DISTT ANDHRA PRADESH ,521301","8674 ,241957",snehaprem2409@gmail.com
195,130384,ANDHRA PRADESH,GREEN CITY ENGLISH MEDIUM SCHOOL,VEDULA SUSEELA,Secondary School,31/03/2018,"GREEN CITY, NEAR APPAREL PARK, VADLAPUDI POST ,530046","91 ,8096622444",vs.englishaccent@gmail.com
196,130352,ANDHRA PRADESH,GREEN FIELD SCHOOL,SIRISHA MARGAPURI,Senior Secondary,31/03/2020,"VAKADA, KARAPA(M),KAKINADA ,533001","0000 ,9397367888",sirisha.margapuri@gmail.com
197,130446,ANDHRA PRADESH,GREENWOOD HIGH SCHOOL,C MANJULA DEVI,Secondary School,31/03/2019,"23-6-144/1,Hunter Road ,506001","0870 ,2564267",prabhu@greenwoodwgl.com
198,130434,ANDHRA PRADESH,GVK CHINMAYA VIDYALAYA,KVSN SAILAJA,Secondary School,31/03/2019,"KOTHURU , INDUKURPET MANDAL, SPSR NELLORE DIST-524314 ,524314","0861 ,2384075",sailaja.kanukolanu@gmail.com
199,130348,ANDHRA PRADESH,Happy Valley International School,SARALA CHEDALAVADA,Senior Secondary,31/03/2020,"Tadepalli Village, Chopparametla, agiripalli mandal. ,521211","0866 ,2428100",cvnsarala@rediffmail.com
200,3630213,ANDHRA PRADESH,Hyderabad Institute of Excellence High School,IMBISATH BANO,Middle Class,31/03/2020,"Plot No. 520, Babukhan House, Road No. 10, Banjara Hills, Hyderabad. ,500034","0 ,9550969416",principal.school@hie.net.in
201,130201,ANDHRA PRADESH,IDEAL HIGH SCHOOL,mohd ali jinnah,Senior Secondary,31/03/2017,"LINGAREDDYGUDA M.P. FAROOQ NAGAR MEHABOOB NAGAR DISTT. Andhra Pradesh ,509216","8548 ,7306307779",idealhighschool@ymail.com
202,130455,ANDHRA PRADESH,Indus English Medium High School,K SRINIVASA REDDY,Middle Class,31/03/2020,"Gooty Road NH-7 ,518002","0 ,7799991515",indusmontessori@gmail.com
203,130036,ANDHRA PRADESH,INFANT JESUS PUBLIC SCHOOL,MISS A JOSEPHINE,Secondary School,31/03/1996,"A K NAGAR NELLORE ANDHRA PRADESH ,524004",",324644",
204,130406,ANDHRA PRADESH,ITHAKA ENGISH MEDIUM SCHOOL,REENA DUTTA,Secondary School,31/03/2018,"KANUPARTHIPADU(POST), NELLORE RURAL(MANDAL), NELLORE, S.P.S.R. NELLORE DISTRICT ,524004","0861 ,6521111",ithaka.principal@gmail.com
205,130058,ANDHRA PRADESH,j sikile foundation english medium school,G MEENA KUMARI,Senior Secondary,31/03/2022,"post box no.24 royapeta narsapur west godavari distt. andhra pradesh ,534275","8814 ,273287",edu@jsikile.com
206,130429,ANDHRA PRADESH,J.M.J GLOBAL SCHOOL,JYOTHI SUNEETHA KUMARI D,Secondary School,31/03/2019,"MORRISPET ,522202","8644 ,229428",jyothisuneethajmj@gmail.com
207,130438,ANDHRA PRADESH,JAN PETER MEMORIAL SCHOOL,Mrs.Sylvia Reddy,Secondary School,31/03/2019,"SURVEY NO 386, ,501509",",08414243001",samrobinhr@gmail.com
208,130130,ANDHRA PRADESH,JAWAHAR D A V PUBLIC SCHOOL,N MADHUSUDANA RAO,Secondary School,31/03/2019,"V S P TOWNSHIP JAGGAYYAPET KRISHNA DIST. ANDHRA PRADESH ,521175","8654 ,222233",nmrao_nandigam@rediffmail.com
209,130128,ANDHRA PRADESH,JAWAHAR D A V PUBLIC SCHOOL,K SRINIVASAN,Secondary School,31/03/2004,"V S P TOWNSHIP MADHARAM VIA KAREPALLI KHAMMAM DISTRICT ANDHRA PRADESH ,507122","0874 ,559601",
210,140004,ANDHRA PRADESH,JAWAHAR NAVODAYA VIDYALAYA,N V D VIJAYA KUMARI,Senior Secondary,31/03/2019,"MADDIRALA DISTT. GUNTUR ANDHRA PRADESH ,522616","8647 ,255233",nvdvijayakumari64@gmail.com
211,140002,ANDHRA PRADESH,JAWAHAR NAVODAYA VIDYALAYA,PULIPATI BHASKAR KUMAR,Senior Secondary,31/03/2019,"LEPAKSHI ANANTAPUR DISTT. ANDHRA PRADESH ,515331","8556 ,240460",pbhaskarkumar1965@gmail.com
212,140008,ANDHRA PRADESH,JAWAHAR NAVODAYA VIDYALAYA,N P RAJAN,Senior Secondary,31/03/2017,"KRISHNAPURAM VILL & PO MARRIPADU MANDAL NELLORE DISTT. ANDHRA PRADESH ,524230","8620 ,228722",nprajan1990@gmail.com
213,140018,ANDHRA PRADESH,JAWAHAR NAVODAYA VIDYALAYA,K K SURESH BABU,Senior Secondary,31/03/2017,"N R PALLE MANNOOR POST RAJAMPET MANDAL Y.S.R. DIST. ANDHRA PRADESH ,516150","8565 ,200077",kamakolanusureshbabu123@gmail.com
214,140021,ANDHRA PRADESH,jawahar navodaya vidyalaya,K V SUBBA REDDY,Senior Secondary,31/03/2018,"veleru (po & vil) bapulapadu mandal krishna dist. andhra pradesh ,521110","8656 ,9180221104",
215,140011,ANDHRA PRADESH,JAWAHAR NAVODAYA VIDYALAYA,A KASAIAH,Senior Secondary,31/03/2017,"VALASAPALLE (VIA) MADANAPALLE CHITTOOR DISTT. ANDHRA PRADESH ,517325","8571 ,230631",
216,140020,ANDHRA PRADESH,JAWAHAR NAVODAYA VIDYALAYA,M SREENIVASA RAO,Senior Secondary,31/03/2020,"SARUBUJJILI LAKSHMI NARSUPETA VENNELAVALASA SRIKAKULAM DIST. ANDHRA PRADESH ,532458","8942 ,246803",raosmuri@gmail.com
217,140016,ANDHRA PRADESH,JAWAHAR NAVODAYA VIDYALAYA,G MALLIKARJUNA BABU,Senior Secondary,31/03/2018,"PEDAVEGI (VILLAGE & POST) WEST GODAVARI DISTT. ANDHRA PRADESH ,534450","8812 ,259461",gmbabu1960@gmail.com
218,140003,ANDHRA PRADESH,JAWAHAR NAVODAYA VIDYALAYA,PURNA CHANDRA RAO KOLLI,Senior Secondary,31/03/2009,"BANAVASI VIA YEMMIGANUR P.O KURNOOL DIST. ANDHRA PRADESH ,518360","8512 ,246544",drraokolli@gmail.com
219,140007,ANDHRA PRADESH,jawahar navodaya vidyalaya,KUDIPUDI SANJAY,Senior Secondary,31/03/2019,"kommadi visakhapatnam andhra pradesh ,530041","0891 ,2739245",s.kudipudi0@gmail.com
220,140019,ANDHRA PRADESH,jawahar navodaya vidyalaya,DAMA ANJAIAH,Senior Secondary,31/03/2022,"kiltampalem dist.vizianagaram andhra pradesh ,535145","0896 ,267773",anjidama@gmail.com
221,140005,ANDHRA PRADESH,JAWAHAR NAVODAYA VIDYALAYA,V MUNIRAMAIAH,Senior Secondary,31/03/2016,"PANDAVULA METTA PEDDAPURAM EAST GODAVARI DISTT. ANDHRA PRADESH ,533437","8852 ,241354",vmr1965@rediffmail.com
222,140009,ANDHRA PRADESH,JAWAHAR NAVODAYA VIDYALAYA,JAYASREE THONNITHODI,Senior Secondary,31/03/2019,"N S C AREA ONGOLE PRAKASAM DISTT. ANDHRA PRADESH ,523001","8592 ,281306",jayasreethonnithodi@yahoo.com
223,140025,ANDHRA PRADESH,jawahar navodaya vidyalaya no. 2,K CHANDRASEKARAN,Senior Secondary,31/03/2021,"KALUJUVVALAPADU (POST), KONAKANAMITLA (S.O.), PRAKASAM (DIST), andhra pradesh ,523241","8596 ,200002",k.chandrasekaran1963@gmail.com
224,130447,ANDHRA PRADESH,JSM PUBLIC SCHOOL,Mrs.D. KRISHNA KUMARI,Secondary School,31/03/2019,"# 19-3-159, URSUGUTTA, WARANGAL. ,506002",",09989044500",jsmschool@gmail.com
225,130111,ANDHRA PRADESH,K C P SIDDHARTHA ADARSH RESIDENTIAL PUBLIC SCHOOL,K BHAVANARAYANA,Senior Secondary,31/03/2020,"KANURU VIJAYAWADA ANDHRA PRADESH ,520007","0866 ,2543436",kcpsarpschool@rediffmail.com
226,130085,ANDHRA PRADESH,K N R CENTRAL SCHOOL,K SESHA SAYANA RAO,Secondary School,31/03/1997,"H NO.40/425 ESWAR NAGAR KURNOOL ANDHRA PRADESH ,518001","08518 ,20246",
227,130074,ANDHRA PRADESH,KAKATIYA PUBLIC SCHOOL,NALA SRINIVAS,Senior Secondary,31/03/2020,"B C ROAD VISAKHAPATNAM ANDHRA PRADESH ,530026","0 ,2517266",nsrinivash22@gmail.com
228,130039,ANDHRA PRADESH,KAKINADA PUBLIC SCHOOL,T Immanuel Victor Bob,Senior Secondary,31/03/2017,"SARVODAYA NAGAR VALASAPAKALA KAKINADA EAST GODAVARI DISTT. ANDHRA PRADESH ,533005","0884 ,2350813",kakinadapublicschool.principal@gmail.com
229,130187,ANDHRA PRADESH,kavirayani public school,GCVS SUBBA RAO,Senior Secondary,31/03/2022,"opp. engineering college parvathipuram kotavanivalasa, garugubilli, vizianagaram distt andhra pradesh ,535502","8963 ,201088",gcvskps@rediffmail.com
230,100041,ANDHRA PRADESH,KENDRIYA VIDYALAYA,K BHARATI DEVI,Senior Secondary,31/03/2013,"MARKET YARD GOOTY ANANTPUR DISTT ANDHRA PRADESH ,515401","0855 ,2252605",bharati.devip@gmail.com
231,100040,ANDHRA PRADESH,KENDRIYA VIDYALAYA,K K SINHA,Senior Secondary,31/03/2014,"O.N.G.C BASE COMPLEX LALACHERUVU RAJAHMUNDRY ANDHRA PRADESH ,533106","0883 ,2447591",kkskv2016@gmail.com
